artist,album,track_title,year,track_n,lyric,line
Taylor Swift,Taylor Swift,Tim McGraw,2006,1,He said the way my blue eyes shined,1
Taylor Swift,Taylor Swift,Tim McGraw,2006,1,Put those Georgia stars to shame that night,2
Taylor Swift,Taylor Swift,Tim McGraw,2006,1,"I said, ""That's a lie""",3
Taylor Swift,Taylor Swift,Tim McGraw,2006,1,Just a boy in a Chevy truck,4
Taylor Swift,Taylor Swift,Tim McGraw,2006,1,That had a tendency of gettin' stuck,5
Taylor Swift,Taylor Swift,Tim McGraw,2006,1,On backroads at night,6
Taylor Swift,Taylor Swift,Tim McGraw,2006,1,And I was right there beside him all summer long,7
Taylor Swift,Taylor Swift,Tim McGraw,2006,1,And then the time we woke up to find that summer gone,8
Taylor Swift,Taylor Swift,Tim McGraw,2006,1,But when you think Tim McGraw,9
Taylor Swift,Taylor Swift,Tim McGraw,2006,1,I hope you think my favorite song,10
Taylor Swift,Taylor Swift,Tim McGraw,2006,1,The one we danced to all night long,11
Taylor Swift,Taylor Swift,Tim McGraw,2006,1,The moon like a spotlight on the lake,12
Taylor Swift,Taylor Swift,Tim McGraw,2006,1,When you think happiness,13
Taylor Swift,Taylor Swift,Tim McGraw,2006,1,I hope you think that little black dress,14
Taylor Swift,Taylor Swift,Tim McGraw,2006,1,Think of my head on your chest,15
Taylor Swift,Taylor Swift,Tim McGraw,2006,1,And my old faded blue jeans,16
Taylor Swift,Taylor Swift,Tim McGraw,2006,1,When you think Tim McGraw,17
Taylor Swift,Taylor Swift,Tim McGraw,2006,1,I hope you think of me,18
Taylor Swift,Taylor Swift,Tim McGraw,2006,1,September saw a month of tears,19
Taylor Swift,Taylor Swift,Tim McGraw,2006,1,And thankin' God that you weren't here,20
Taylor Swift,Taylor Swift,Tim McGraw,2006,1,To see me like that,21
Taylor Swift,Taylor Swift,Tim McGraw,2006,1,But in a box beneath my bed,22
Taylor Swift,Taylor Swift,Tim McGraw,2006,1,Is a letter that you never read,23
Taylor Swift,Taylor Swift,Tim McGraw,2006,1,From three summers back,24
Taylor Swift,Taylor Swift,Tim McGraw,2006,1,It's hard not to find it all a little bittersweet,25
Taylor Swift,Taylor Swift,Tim McGraw,2006,1,"And lookin' back on all of that, it's nice to believe",26
Taylor Swift,Taylor Swift,Tim McGraw,2006,1,When you think Tim McGraw,27
Taylor Swift,Taylor Swift,Tim McGraw,2006,1,I hope you think my favorite song,28
Taylor Swift,Taylor Swift,Tim McGraw,2006,1,The one we danced to all night long,29
Taylor Swift,Taylor Swift,Tim McGraw,2006,1,The moon like a spotlight on the lake,30
Taylor Swift,Taylor Swift,Tim McGraw,2006,1,When you think happiness,31
Taylor Swift,Taylor Swift,Tim McGraw,2006,1,I hope you think that little black dress,32
Taylor Swift,Taylor Swift,Tim McGraw,2006,1,Think of my head on your chest,33
Taylor Swift,Taylor Swift,Tim McGraw,2006,1,And my old faded blue jeans,34
Taylor Swift,Taylor Swift,Tim McGraw,2006,1,When you think Tim McGraw,35
Taylor Swift,Taylor Swift,Tim McGraw,2006,1,I hope you think of me,36
Taylor Swift,Taylor Swift,Tim McGraw,2006,1,And I'm back for the first time since then,37
Taylor Swift,Taylor Swift,Tim McGraw,2006,1,I'm standin' on your street,38
Taylor Swift,Taylor Swift,Tim McGraw,2006,1,And there's a letter left on your doorstep,39
Taylor Swift,Taylor Swift,Tim McGraw,2006,1,And the first thing that you'll read is:,40
Taylor Swift,Taylor Swift,Tim McGraw,2006,1,"""When you think Tim McGraw",41
Taylor Swift,Taylor Swift,Tim McGraw,2006,1,I hope you think my favorite song,42
Taylor Swift,Taylor Swift,Tim McGraw,2006,1,Someday you'll turn your radio on,43
Taylor Swift,Taylor Swift,Tim McGraw,2006,1,"I hope it takes you back to that place""",44
Taylor Swift,Taylor Swift,Tim McGraw,2006,1,When you think happiness,45
Taylor Swift,Taylor Swift,Tim McGraw,2006,1,I hope you think that little black dress,46
Taylor Swift,Taylor Swift,Tim McGraw,2006,1,Think of my head on your chest,47
Taylor Swift,Taylor Swift,Tim McGraw,2006,1,And my old faded blue jeans,48
Taylor Swift,Taylor Swift,Tim McGraw,2006,1,When you think Tim McGraw,49
Taylor Swift,Taylor Swift,Tim McGraw,2006,1,I hope you think of me,50
Taylor Swift,Taylor Swift,Tim McGraw,2006,1,"Oh, think of me",51
Taylor Swift,Taylor Swift,Tim McGraw,2006,1,Mmmm,52
Taylor Swift,Taylor Swift,Tim McGraw,2006,1,He said the way my blue eyes shine,53
Taylor Swift,Taylor Swift,Tim McGraw,2006,1,Put those Georgia stars to shame that night,54
Taylor Swift,Taylor Swift,Tim McGraw,2006,1,"I said, ""That's a lie""",55
Taylor Swift,Taylor Swift,Picture To Burn,2006,2,"State the obvious, I didn't get my perfect fantasy",1
Taylor Swift,Taylor Swift,Picture To Burn,2006,2,I realize you love yourself more than you could ever love me,2
Taylor Swift,Taylor Swift,Picture To Burn,2006,2,So go and tell your friends that I'm obsessive and crazy,3
Taylor Swift,Taylor Swift,Picture To Burn,2006,2,"That's fine, I'll tell mine that you're gay",4
Taylor Swift,Taylor Swift,Picture To Burn,2006,2,By the way,5
Taylor Swift,Taylor Swift,Picture To Burn,2006,2,I hate that stupid old pickup truck,6
Taylor Swift,Taylor Swift,Picture To Burn,2006,2,You never let me drive,7
Taylor Swift,Taylor Swift,Picture To Burn,2006,2,You're a redneck heartbreak,8
Taylor Swift,Taylor Swift,Picture To Burn,2006,2,Who's really bad at lying,9
Taylor Swift,Taylor Swift,Picture To Burn,2006,2,So watch me strike a match,10
Taylor Swift,Taylor Swift,Picture To Burn,2006,2,On all my wasted time,11
Taylor Swift,Taylor Swift,Picture To Burn,2006,2,As far as I'm concerned you're,12
Taylor Swift,Taylor Swift,Picture To Burn,2006,2,Just another picture to burn,13
Taylor Swift,Taylor Swift,Picture To Burn,2006,2,There's no time for tears,14
Taylor Swift,Taylor Swift,Picture To Burn,2006,2,I'm just sitting here planning my revenge,15
Taylor Swift,Taylor Swift,Picture To Burn,2006,2,There's nothing stopping me,16
Taylor Swift,Taylor Swift,Picture To Burn,2006,2,From going out with all of your best friends,17
Taylor Swift,Taylor Swift,Picture To Burn,2006,2,And if you come around saying sorry to me,18
Taylor Swift,Taylor Swift,Picture To Burn,2006,2,My daddy's gonna show you how sorry you'll be,19
Taylor Swift,Taylor Swift,Picture To Burn,2006,2,I hate that stupid old pickup truck,20
Taylor Swift,Taylor Swift,Picture To Burn,2006,2,You never let me drive,21
Taylor Swift,Taylor Swift,Picture To Burn,2006,2,You're a redneck heartbreak,22
Taylor Swift,Taylor Swift,Picture To Burn,2006,2,Who's really bad at lying,23
Taylor Swift,Taylor Swift,Picture To Burn,2006,2,So watch me strike a match,24
Taylor Swift,Taylor Swift,Picture To Burn,2006,2,On all my wasted time,25
Taylor Swift,Taylor Swift,Picture To Burn,2006,2,As far as I'm concerned you're,26
Taylor Swift,Taylor Swift,Picture To Burn,2006,2,Just another picture to burn,27
Taylor Swift,Taylor Swift,Picture To Burn,2006,2,And if you're missing me,28
Taylor Swift,Taylor Swift,Picture To Burn,2006,2,You'd better keep it to yourself,29
Taylor Swift,Taylor Swift,Picture To Burn,2006,2,'Cause coming back around here,30
Taylor Swift,Taylor Swift,Picture To Burn,2006,2,Would be bad for your health,31
Taylor Swift,Taylor Swift,Picture To Burn,2006,2,Cause I hate that stupid old pickup truck,32
Taylor Swift,Taylor Swift,Picture To Burn,2006,2,You never let me drive,33
Taylor Swift,Taylor Swift,Picture To Burn,2006,2,You're a redneck heartbreak,34
Taylor Swift,Taylor Swift,Picture To Burn,2006,2,Who's really bad at lying,35
Taylor Swift,Taylor Swift,Picture To Burn,2006,2,So watch me strike a match,36
Taylor Swift,Taylor Swift,Picture To Burn,2006,2,On all my wasted time,37
Taylor Swift,Taylor Swift,Picture To Burn,2006,2,In case you haven't heard,38
Taylor Swift,Taylor Swift,Picture To Burn,2006,2,I really really hate that,39
Taylor Swift,Taylor Swift,Picture To Burn,2006,2,I hate that stupid old pickup truck,40
Taylor Swift,Taylor Swift,Picture To Burn,2006,2,You never let me drive,41
Taylor Swift,Taylor Swift,Picture To Burn,2006,2,You're a redneck heartbreak,42
Taylor Swift,Taylor Swift,Picture To Burn,2006,2,Who's really bad at lying,43
Taylor Swift,Taylor Swift,Picture To Burn,2006,2,So watch me strike a match,44
Taylor Swift,Taylor Swift,Picture To Burn,2006,2,On all my wasted time,45
Taylor Swift,Taylor Swift,Picture To Burn,2006,2,As far as I'm concerned you're,46
Taylor Swift,Taylor Swift,Picture To Burn,2006,2,Just another picture to burn,47
Taylor Swift,Taylor Swift,Picture To Burn,2006,2,"Burn, burn, burn, baby, burn",48
Taylor Swift,Taylor Swift,Picture To Burn,2006,2,You're just another picture to burn,49
Taylor Swift,Taylor Swift,Picture To Burn,2006,2,"Baby, burn",50
Taylor Swift,Taylor Swift,Teardrops On My Guitar,2006,3,Drew looks at me,1
Taylor Swift,Taylor Swift,Teardrops On My Guitar,2006,3,I fake a smile so he won't see,2
Taylor Swift,Taylor Swift,Teardrops On My Guitar,2006,3,That I want and I'm needing,3
Taylor Swift,Taylor Swift,Teardrops On My Guitar,2006,3,Everything that we should be,4
Taylor Swift,Taylor Swift,Teardrops On My Guitar,2006,3,"I'll bet she's beautiful, that girl he talks about",5
Taylor Swift,Taylor Swift,Teardrops On My Guitar,2006,3,And she's got everything that I have to live without,6
Taylor Swift,Taylor Swift,Teardrops On My Guitar,2006,3,Drew talks to me,7
Taylor Swift,Taylor Swift,Teardrops On My Guitar,2006,3,I laugh 'cause it's so damn funny,8
Taylor Swift,Taylor Swift,Teardrops On My Guitar,2006,3,That I can't even see,9
Taylor Swift,Taylor Swift,Teardrops On My Guitar,2006,3,Anyone when he's with me,10
Taylor Swift,Taylor Swift,Teardrops On My Guitar,2006,3,"He says he's so in love, he's finally got it right",11
Taylor Swift,Taylor Swift,Teardrops On My Guitar,2006,3,I wonder if he knows he's all I think about at night,12
Taylor Swift,Taylor Swift,Teardrops On My Guitar,2006,3,He's the reason for the teardrops on my guitar,13
Taylor Swift,Taylor Swift,Teardrops On My Guitar,2006,3,The only thing that keeps me wishing on a wishing star,14
Taylor Swift,Taylor Swift,Teardrops On My Guitar,2006,3,He's the song in the car,15
Taylor Swift,Taylor Swift,Teardrops On My Guitar,2006,3,"I keep singing, don't know why I do...",16
Taylor Swift,Taylor Swift,Teardrops On My Guitar,2006,3,Drew walks by me,17
Taylor Swift,Taylor Swift,Teardrops On My Guitar,2006,3,Can't he tell that I can't breathe?,18
Taylor Swift,Taylor Swift,Teardrops On My Guitar,2006,3,"And there he goes, so perfectly",19
Taylor Swift,Taylor Swift,Teardrops On My Guitar,2006,3,The kind of flawless I wish I could be,20
Taylor Swift,Taylor Swift,Teardrops On My Guitar,2006,3,"She'd better hold him tight, give him all her love",21
Taylor Swift,Taylor Swift,Teardrops On My Guitar,2006,3,Look in those beautiful eyes and know she's lucky 'cause,22
Taylor Swift,Taylor Swift,Teardrops On My Guitar,2006,3,He's the reason for the teardrops on my guitar,23
Taylor Swift,Taylor Swift,Teardrops On My Guitar,2006,3,The only thing that keeps me wishing on a wishing star,24
Taylor Swift,Taylor Swift,Teardrops On My Guitar,2006,3,He's the song in the car,25
Taylor Swift,Taylor Swift,Teardrops On My Guitar,2006,3,"I keep singing, don't know why I do...",26
Taylor Swift,Taylor Swift,Teardrops On My Guitar,2006,3,"So I drive home alone, as I turn off the light",27
Taylor Swift,Taylor Swift,Teardrops On My Guitar,2006,3,I'll put his picture down and maybe get some sleep tonight,28
Taylor Swift,Taylor Swift,Teardrops On My Guitar,2006,3,He's the reason for the teardrops on my guitar,29
Taylor Swift,Taylor Swift,Teardrops On My Guitar,2006,3,The only one who's got enough of me to break my heart,30
Taylor Swift,Taylor Swift,Teardrops On My Guitar,2006,3,He's the song in the car,31
Taylor Swift,Taylor Swift,Teardrops On My Guitar,2006,3,"I keep singing, don't know why I do...",32
Taylor Swift,Taylor Swift,Teardrops On My Guitar,2006,3,"He's the time taken up, but there's never enough",33
Taylor Swift,Taylor Swift,Teardrops On My Guitar,2006,3,And he's all that I need to fall into,34
Taylor Swift,Taylor Swift,Teardrops On My Guitar,2006,3,Drew looks at me,35
Taylor Swift,Taylor Swift,Teardrops On My Guitar,2006,3,I fake a smile so he won't see,36
Taylor Swift,Taylor Swift,A Place In This World,2006,4,"I don't know what I want, so don't ask me",1
Taylor Swift,Taylor Swift,A Place In This World,2006,4,Cause I'm still trying to figure it out,2
Taylor Swift,Taylor Swift,A Place In This World,2006,4,"Don't know what's down this road, I'm just walking",3
Taylor Swift,Taylor Swift,A Place In This World,2006,4,Trying to see through the rain coming down,4
Taylor Swift,Taylor Swift,A Place In This World,2006,4,Even though I'm not the only one,5
Taylor Swift,Taylor Swift,A Place In This World,2006,4,Who feels the way I do,6
Taylor Swift,Taylor Swift,A Place In This World,2006,4,"I'm alone, on my own, and that's all I know",7
Taylor Swift,Taylor Swift,A Place In This World,2006,4,"I'll be strong, I'll be wrong, oh but life goes on",8
Taylor Swift,Taylor Swift,A Place In This World,2006,4,"Oh, I'm just a girl, trying to find a place in this world",9
Taylor Swift,Taylor Swift,A Place In This World,2006,4,"Got the radio on, my old blue jeans",10
Taylor Swift,Taylor Swift,A Place In This World,2006,4,And I'm wearing my heart on my sleeve,11
Taylor Swift,Taylor Swift,A Place In This World,2006,4,"Feeling lucky today, got the sunshine",12
Taylor Swift,Taylor Swift,A Place In This World,2006,4,Could you tell me what more do I need,13
Taylor Swift,Taylor Swift,A Place In This World,2006,4,"And tomorrow's just a mystery, oh yeah",14
Taylor Swift,Taylor Swift,A Place In This World,2006,4,But that's OK,15
Taylor Swift,Taylor Swift,A Place In This World,2006,4,"I'm alone, on my own, and that's all I know",16
Taylor Swift,Taylor Swift,A Place In This World,2006,4,"I'll be strong, I'll be wrong, oh but life goes on",17
Taylor Swift,Taylor Swift,A Place In This World,2006,4,"Oh, I'm just a girl, trying to find a place in this world",18
Taylor Swift,Taylor Swift,A Place In This World,2006,4,Maybe I'm just a girl on a mission,19
Taylor Swift,Taylor Swift,A Place In This World,2006,4,But I'm ready to fly,20
Taylor Swift,Taylor Swift,A Place In This World,2006,4,"I'm alone, on my own, and that's all I know",21
Taylor Swift,Taylor Swift,A Place In This World,2006,4,"I'll be strong, I'll be wrong, oh but life goes on",22
Taylor Swift,Taylor Swift,A Place In This World,2006,4,"Oh I'm alone, on my own, and that's all I know",23
Taylor Swift,Taylor Swift,A Place In This World,2006,4,"Oh I'm just a girl, trying to find a place in this world",24
Taylor Swift,Taylor Swift,A Place In This World,2006,4,Oh I'm just a girl,25
Taylor Swift,Taylor Swift,A Place In This World,2006,4,"Oh I'm just a girl, oh, oh",26
Taylor Swift,Taylor Swift,A Place In This World,2006,4,Oh I'm just a girl,27
Taylor Swift,Taylor Swift,Cold as You,2006,5,You have a way of coming easily to me,1
Taylor Swift,Taylor Swift,Cold as You,2006,5,"And when you take, you take the very best of me",2
Taylor Swift,Taylor Swift,Cold as You,2006,5,So I start a fight cause I need to feel something,3
Taylor Swift,Taylor Swift,Cold as You,2006,5,And you do what you want cause I'm not what you wanted,4
Taylor Swift,Taylor Swift,Cold as You,2006,5,"Oh what a shame, what a rainy ending given to a perfect day",5
Taylor Swift,Taylor Swift,Cold as You,2006,5,"Just walk away, no use defending words that you will never say",6
Taylor Swift,Taylor Swift,Cold as You,2006,5,And now that I'm sitting here thinking it through,7
Taylor Swift,Taylor Swift,Cold as You,2006,5,I've never been anywhere cold as you,8
Taylor Swift,Taylor Swift,Cold as You,2006,5,You put up walls and paint them all a shade of gray,9
Taylor Swift,Taylor Swift,Cold as You,2006,5,And I stood there loving you and wished them all away,10
Taylor Swift,Taylor Swift,Cold as You,2006,5,And you come away with a great little story,11
Taylor Swift,Taylor Swift,Cold as You,2006,5,Of a mess of a dreamer with the nerve to adore you,12
Taylor Swift,Taylor Swift,Cold as You,2006,5,"Oh what a shame, what a rainy ending given to a perfect day",13
Taylor Swift,Taylor Swift,Cold as You,2006,5,"Just walk away, no use defending words that you will never say",14
Taylor Swift,Taylor Swift,Cold as You,2006,5,And now that I'm sitting here thinking it through,15
Taylor Swift,Taylor Swift,Cold as You,2006,5,I've never been anywhere cold as you,16
Taylor Swift,Taylor Swift,Cold as You,2006,5,"You never did give a damn thing honey but I cried, cried for you",17
Taylor Swift,Taylor Swift,Cold as You,2006,5,"And I know you wouldn't have told nobody if I died, died for you",18
Taylor Swift,Taylor Swift,Cold as You,2006,5,(Died for you),19
Taylor Swift,Taylor Swift,Cold as You,2006,5,"Oh what a shame, what a rainy ending given to a perfect day",20
Taylor Swift,Taylor Swift,Cold as You,2006,5,Every smile you fake is so condescending,21
Taylor Swift,Taylor Swift,Cold as You,2006,5,Counting all the scars you made,22
Taylor Swift,Taylor Swift,Cold as You,2006,5,And now that I'm sitting here thinking it through,23
Taylor Swift,Taylor Swift,Cold as You,2006,5,I've never been anywhere cold as you,24
Taylor Swift,Taylor Swift,The Outside,2006,6,I didn't know what I would find,1
Taylor Swift,Taylor Swift,The Outside,2006,6,"When I went looking for a reason, I know",2
Taylor Swift,Taylor Swift,The Outside,2006,6,I didn't read between the lines,3
Taylor Swift,Taylor Swift,The Outside,2006,6,"And, baby, I've got nowhere to go",4
Taylor Swift,Taylor Swift,The Outside,2006,6,I tried to take the road less traveled by,5
Taylor Swift,Taylor Swift,The Outside,2006,6,But nothing seems to work the first few times,6
Taylor Swift,Taylor Swift,The Outside,2006,6,Am I right?,7
Taylor Swift,Taylor Swift,The Outside,2006,6,So how can I ever try to be better?,8
Taylor Swift,Taylor Swift,The Outside,2006,6,Nobody ever lets me in,9
Taylor Swift,Taylor Swift,The Outside,2006,6,"I can still see you, this ain't the best view",10
Taylor Swift,Taylor Swift,The Outside,2006,6,On the outside looking in,11
Taylor Swift,Taylor Swift,The Outside,2006,6,I've been a lot of lonely places,12
Taylor Swift,Taylor Swift,The Outside,2006,6,I've never been on the outside,13
Taylor Swift,Taylor Swift,The Outside,2006,6,"You saw me there, but never knew",14
Taylor Swift,Taylor Swift,The Outside,2006,6,I would give it all up to be,15
Taylor Swift,Taylor Swift,The Outside,2006,6,"A part of this, a part of you",16
Taylor Swift,Taylor Swift,The Outside,2006,6,And now it's all too late so you see,17
Taylor Swift,Taylor Swift,The Outside,2006,6,You could've helped if you had wanted to,18
Taylor Swift,Taylor Swift,The Outside,2006,6,But no one notices until it's too,19
Taylor Swift,Taylor Swift,The Outside,2006,6,Late to do anything,20
Taylor Swift,Taylor Swift,The Outside,2006,6,So how can I ever try to be better?,21
Taylor Swift,Taylor Swift,The Outside,2006,6,Nobody ever lets me in,22
Taylor Swift,Taylor Swift,The Outside,2006,6,"I can still see you, this ain't the best view",23
Taylor Swift,Taylor Swift,The Outside,2006,6,On the outside looking in,24
Taylor Swift,Taylor Swift,The Outside,2006,6,I've been a lot of lonely places,25
Taylor Swift,Taylor Swift,The Outside,2006,6,I've never been on the outside,26
Taylor Swift,Taylor Swift,The Outside,2006,6,So how can I ever try to be better?,27
Taylor Swift,Taylor Swift,The Outside,2006,6,Nobody ever lets me in,28
Taylor Swift,Taylor Swift,The Outside,2006,6,"I can still see you, this ain't the best view",29
Taylor Swift,Taylor Swift,The Outside,2006,6,On the outside looking in,30
Taylor Swift,Taylor Swift,The Outside,2006,6,I've been a lot of lonely places,31
Taylor Swift,Taylor Swift,The Outside,2006,6,I've never been on the outside,32
Taylor Swift,Taylor Swift,Tied Together With A Smile,2006,7,Seems the only one who doesn't see your beauty,1
Taylor Swift,Taylor Swift,Tied Together With A Smile,2006,7,Is the face in the mirror looking back at you,2
Taylor Swift,Taylor Swift,Tied Together With A Smile,2006,7,You walk around here thinking you're not pretty,3
Taylor Swift,Taylor Swift,Tied Together With A Smile,2006,7,"But that's not true, 'cause I know you",4
Taylor Swift,Taylor Swift,Tied Together With A Smile,2006,7,Hold on,5
Taylor Swift,Taylor Swift,Tied Together With A Smile,2006,7,Baby you're losing it,6
Taylor Swift,Taylor Swift,Tied Together With A Smile,2006,7,The water's high,7
Taylor Swift,Taylor Swift,Tied Together With A Smile,2006,7,You're jumping into it,8
Taylor Swift,Taylor Swift,Tied Together With A Smile,2006,7,And letting go,9
Taylor Swift,Taylor Swift,Tied Together With A Smile,2006,7,And no one knows,10
Taylor Swift,Taylor Swift,Tied Together With A Smile,2006,7,That you cry,11
Taylor Swift,Taylor Swift,Tied Together With A Smile,2006,7,But you don't tell anyone,12
Taylor Swift,Taylor Swift,Tied Together With A Smile,2006,7,That you might,13
Taylor Swift,Taylor Swift,Tied Together With A Smile,2006,7,Not be the golden one,14
Taylor Swift,Taylor Swift,Tied Together With A Smile,2006,7,And you're tied together with a smile,15
Taylor Swift,Taylor Swift,Tied Together With A Smile,2006,7,But you're coming undone,16
Taylor Swift,Taylor Swift,Tied Together With A Smile,2006,7,I guess it's true that love was all you wanted,17
Taylor Swift,Taylor Swift,Tied Together With A Smile,2006,7,'Cause you're giving it away like it's extra change,18
Taylor Swift,Taylor Swift,Tied Together With A Smile,2006,7,Hoping it will end up in his pocket,19
Taylor Swift,Taylor Swift,Tied Together With A Smile,2006,7,But he leaves you out like a penny in the rain,20
Taylor Swift,Taylor Swift,Tied Together With A Smile,2006,7,"Oh, 'cause it's not his price to pay",21
Taylor Swift,Taylor Swift,Tied Together With A Smile,2006,7,Not his price to pay,22
Taylor Swift,Taylor Swift,Tied Together With A Smile,2006,7,Hold on,23
Taylor Swift,Taylor Swift,Tied Together With A Smile,2006,7,Baby you're losing it,24
Taylor Swift,Taylor Swift,Tied Together With A Smile,2006,7,The water's high,25
Taylor Swift,Taylor Swift,Tied Together With A Smile,2006,7,You're jumping into it,26
Taylor Swift,Taylor Swift,Tied Together With A Smile,2006,7,And letting go,27
Taylor Swift,Taylor Swift,Tied Together With A Smile,2006,7,And no one knows,28
Taylor Swift,Taylor Swift,Tied Together With A Smile,2006,7,That you cry,29
Taylor Swift,Taylor Swift,Tied Together With A Smile,2006,7,But you don't tell anyone,30
Taylor Swift,Taylor Swift,Tied Together With A Smile,2006,7,That you might,31
Taylor Swift,Taylor Swift,Tied Together With A Smile,2006,7,Not be the golden one,32
Taylor Swift,Taylor Swift,Tied Together With A Smile,2006,7,And you're tied together with a smile,33
Taylor Swift,Taylor Swift,Tied Together With A Smile,2006,7,But you're coming undone,34
Taylor Swift,Taylor Swift,Tied Together With A Smile,2006,7,Hold on,35
Taylor Swift,Taylor Swift,Tied Together With A Smile,2006,7,Baby you're losing it,36
Taylor Swift,Taylor Swift,Tied Together With A Smile,2006,7,The water's high,37
Taylor Swift,Taylor Swift,Tied Together With A Smile,2006,7,You're jumping into it,38
Taylor Swift,Taylor Swift,Tied Together With A Smile,2006,7,And letting go,39
Taylor Swift,Taylor Swift,Tied Together With A Smile,2006,7,And no one knows,40
Taylor Swift,Taylor Swift,Tied Together With A Smile,2006,7,That you cry,41
Taylor Swift,Taylor Swift,Tied Together With A Smile,2006,7,But you don't tell anyone,42
Taylor Swift,Taylor Swift,Tied Together With A Smile,2006,7,That you might,43
Taylor Swift,Taylor Swift,Tied Together With A Smile,2006,7,Not be the golden one,44
Taylor Swift,Taylor Swift,Tied Together With A Smile,2006,7,And you're tied together with a smile,45
Taylor Swift,Taylor Swift,Tied Together With A Smile,2006,7,But you're coming undone,46
Taylor Swift,Taylor Swift,Tied Together With A Smile,2006,7,You're tied together with a smile,47
Taylor Swift,Taylor Swift,Tied Together With A Smile,2006,7,But you're coming undone oh,48
Taylor Swift,Taylor Swift,Tied Together With A Smile,2006,7,"Goodbye, baby",49
Taylor Swift,Taylor Swift,Tied Together With A Smile,2006,7,"With a smile, baby, baby",50
Taylor Swift,Taylor Swift,Stay Beautiful,2006,8,Cory's eyes are like a jungle,1
Taylor Swift,Taylor Swift,Stay Beautiful,2006,8,"He smiles, it's like the radio",2
Taylor Swift,Taylor Swift,Stay Beautiful,2006,8,He whispers songs into my window,3
Taylor Swift,Taylor Swift,Stay Beautiful,2006,8,In words that nobody knows,4
Taylor Swift,Taylor Swift,Stay Beautiful,2006,8,These pretty girls on every corner,5
Taylor Swift,Taylor Swift,Stay Beautiful,2006,8,They watch him as he's walking home,6
Taylor Swift,Taylor Swift,Stay Beautiful,2006,8,"Saying, ""Does he know?""",7
Taylor Swift,Taylor Swift,Stay Beautiful,2006,8,Will you ever know?,8
Taylor Swift,Taylor Swift,Stay Beautiful,2006,8,You're beautiful,9
Taylor Swift,Taylor Swift,Stay Beautiful,2006,8,Every little piece love,10
Taylor Swift,Taylor Swift,Stay Beautiful,2006,8,And don't you know,11
Taylor Swift,Taylor Swift,Stay Beautiful,2006,8,You're really gonna be someone,12
Taylor Swift,Taylor Swift,Stay Beautiful,2006,8,Ask anyone,13
Taylor Swift,Taylor Swift,Stay Beautiful,2006,8,And when you find everything you looked for,14
Taylor Swift,Taylor Swift,Stay Beautiful,2006,8,I hope your life will lead you back to my door,15
Taylor Swift,Taylor Swift,Stay Beautiful,2006,8,"Oh, but if it don't",16
Taylor Swift,Taylor Swift,Stay Beautiful,2006,8,Stay beautiful,17
Taylor Swift,Taylor Swift,Stay Beautiful,2006,8,Cory finds another way to be,18
Taylor Swift,Taylor Swift,Stay Beautiful,2006,8,The highlight of my day,19
Taylor Swift,Taylor Swift,Stay Beautiful,2006,8,I'm taking pictures in my mind,20
Taylor Swift,Taylor Swift,Stay Beautiful,2006,8,So I can save them for a rainy day,21
Taylor Swift,Taylor Swift,Stay Beautiful,2006,8,It's hard to make a conversation,22
Taylor Swift,Taylor Swift,Stay Beautiful,2006,8,When he's taking my breath away,23
Taylor Swift,Taylor Swift,Stay Beautiful,2006,8,"I should say, hey, by the way",24
Taylor Swift,Taylor Swift,Stay Beautiful,2006,8,You're beautiful,25
Taylor Swift,Taylor Swift,Stay Beautiful,2006,8,Every little piece love,26
Taylor Swift,Taylor Swift,Stay Beautiful,2006,8,And don't you know,27
Taylor Swift,Taylor Swift,Stay Beautiful,2006,8,You're really gonna be someone,28
Taylor Swift,Taylor Swift,Stay Beautiful,2006,8,Ask anyone,29
Taylor Swift,Taylor Swift,Stay Beautiful,2006,8,And when you find everything you looked for,30
Taylor Swift,Taylor Swift,Stay Beautiful,2006,8,I hope your life will lead you back to my door,31
Taylor Swift,Taylor Swift,Stay Beautiful,2006,8,"Oh, but if it don't",32
Taylor Swift,Taylor Swift,Stay Beautiful,2006,8,Stay beautiful,33
Taylor Swift,Taylor Swift,Stay Beautiful,2006,8,If you and I are a story,34
Taylor Swift,Taylor Swift,Stay Beautiful,2006,8,That never gets told,35
Taylor Swift,Taylor Swift,Stay Beautiful,2006,8,If what you are is a daydream,36
Taylor Swift,Taylor Swift,Stay Beautiful,2006,8,I'll never get to hold,37
Taylor Swift,Taylor Swift,Stay Beautiful,2006,8,At least you'll know,38
Taylor Swift,Taylor Swift,Stay Beautiful,2006,8,You're beautiful,39
Taylor Swift,Taylor Swift,Stay Beautiful,2006,8,Every little piece love,40
Taylor Swift,Taylor Swift,Stay Beautiful,2006,8,And don't you know,41
Taylor Swift,Taylor Swift,Stay Beautiful,2006,8,You're really gonna be someone,42
Taylor Swift,Taylor Swift,Stay Beautiful,2006,8,Ask anyone,43
Taylor Swift,Taylor Swift,Stay Beautiful,2006,8,And when you find everything you looked for,44
Taylor Swift,Taylor Swift,Stay Beautiful,2006,8,I hope your life will lead you back to my front door,45
Taylor Swift,Taylor Swift,Stay Beautiful,2006,8,"Oh, but if it don't",46
Taylor Swift,Taylor Swift,Stay Beautiful,2006,8,Will you stay,47
Taylor Swift,Taylor Swift,Stay Beautiful,2006,8,"Beautiful, beautiful, beautiful?",48
